State,City,Neighborhood,total population,prop males,prop females,prop of people under 5,prop of people aged 5-9,prop of people aged 10-14,prop of people aged 15-19,prop of people aged 20-24,prop of people aged 25-34,prop of people aged 35-44,prop of people aged 45-54,prop of people aged 55-59,prop of people aged 60-64,prop of people aged 65-74,prop of people aged 75-84,prop of people aged over 85,median aged,prop of white people,prop of black people,prop of native american people,prop of asian people(including indian and chinese),prop of pacific islander,prop of employeed people 16 and over,prop of commuters who drive to work,prop of commuter who carpool to work,prop of commuter who took public transport to work,prop of commuters who walk to work,prop of commuters who work from home,prop with health insurance ,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,prop of people 25 years or older who have high school degree,prop of poeple 25 years or older who have an associates degree,prop of people 25 years or older who have a bachelors degree,prop of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,prop of people born in the US,prop of people born outside the US,prop of naturalized citizens,prop of non-citizens,prop of people with a disability
California,Los Angeles,Griffith Park,45764.0,0.501048859,0.498951141,0.049056027,0.036163797,0.021873088,0.02314046,0.04276287,0.256948693,0.185910323,0.109103225,0.060833843,0.057228389,0.085176121,0.044576523,0.027226641,38.1,0.803719858,0.043892135,0.003319343,0.148218254,0.00085041,0.730734405,0.498331479,0.040466419,0.065206551,0.096965978,0.299029573,0.920090027,28.3,21331,23773,48,439,456,899,2075,3330,3289,3420,2507,7310,0.188500357,0.068372583,0.493492371,0.249634689,86826.0,1940.0,0.546665758,0.226667121,0.143268477,0.083398644,0.103400052
California,Los Angeles,Hancock Park,48616.5,0.504283525,0.495716475,0.052729012,0.055012187,0.04539611,0.044357368,0.070706447,0.209877305,0.147820185,0.133545196,0.063065009,0.057254224,0.075612189,0.030236648,0.014388119,36.35,0.388058039,0.084911064,0.016657651,0.508893626,0.001479619,0.693270831,0.565563259,0.081593396,0.169398469,0.038592554,0.144852322,0.846852406,32.15,20184,22299,87,775.5,764.5,1698.5,2406,3696.5,3471,1786,1297.5,6316.5,0.273872969,0.086886248,0.455857942,0.183382841,56870.5,1720.0,0.337651699,0.33117415,0.148632556,0.182541595,0.087809694
California,Los Angeles,Hansen Hills,99804.0,0.512233979,0.487766021,0.056610957,0.068854956,0.073794637,0.074796601,0.0809186,0.156025811,0.129183199,0.132660014,0.063354174,0.045138471,0.068353974,0.038866178,0.011442427,34.3,0.817588242,0.045825804,0.024262137,0.11020359,0.002120226,0.602112191,0.72014319,0.165493041,0.037375474,0.01427192,0.062716375,0.87472446,30.1,22995,23926,15,552,1143,1102,2554,2385,2826,9832,2903,614,0.640092735,0.092098867,0.205324758,0.062483641,76942.0,1897.0,0.400663534,0.299668233,0.144942134,0.154726098,0.114043525
California,Los Angeles,Harbor Gateway/Shoestring,29749.4,0.484883729,0.515116271,0.05762133,0.062865133,0.060176004,0.058327227,0.061897047,0.154248489,0.138234721,0.125125213,0.062959253,0.067490437,0.089104318,0.04022266,0.021728169,39.3,0.363585758,0.23589251,0.018795433,0.379586981,0.002139318,0.640513973,0.766672458,0.102235543,0.027452002,0.023151768,0.080488229,0.883379161,27.76,9759.4,10403.2,37.8,485,522.8,619,1023.8,1273.4,1989.4,2486,1067.6,898.4,0.398771717,0.126335354,0.343078788,0.131814141,77633.6,1719.4,0.469596081,0.26520196,0.131523695,0.133678264,0.111834188
California,Los Angeles,Harvard Heights,56628.0,0.488362647,0.511637353,0.044041817,0.061541993,0.057815921,0.060553083,0.075828212,0.188652257,0.145175532,0.133079042,0.054566645,0.05587342,0.073656142,0.036801582,0.012414353,35.7,0.501932843,0.06325324,0.037330402,0.393011445,0.004472069,0.639345646,0.565285124,0.068654445,0.262082458,0.027606695,0.076371277,0.749699795,34.6,19100,21251,78,1137,965,934,2067,1497,2772,1751,1926,8124,0.488182855,0.086970043,0.330724578,0.094122525,47599.0,1369.0,0.29236336,0.35381832,0.110026619,0.243791701,0.086441336
California,Los Angeles,Hollywood,32334.0,0.531617905,0.468382095,0.032035422,0.024427331,0.023365498,0.024911857,0.053550442,0.263973939,0.180913796,0.133059112,0.068833632,0.052937053,0.08105503,0.040071339,0.020865549,39.05,0.806843209,0.071722474,0.007490735,0.112552257,0.001391325,0.746808427,0.552954837,0.048655067,0.075798186,0.060642041,0.261949869,0.906290592,29.51666667,17429.66667,20249.33333,108.5,1248.833333,699.3333333,888.6666667,1819,3137.666667,3189.5,2793.5,1469,4895.333333,0.16698974,0.076710329,0.509493491,0.24680644,81968.16666666670,2098.0,0.544585644,0.227707178,0.127938631,0.099768547,0.114678048
California,Los Angeles,Hyde Park,44461.0,0.479228987,0.520771013,0.042958998,0.05865815,0.065135737,0.058185826,0.065608061,0.118598322,0.138390949,0.139942871,0.06005263,0.06754234,0.09388003,0.06601291,0.025033175,40.8,0.17607064,0.784164827,0.008712288,0.027549669,0.003502575,0.585634464,0.756458587,0.042355028,0.07373323,0.007927708,0.119525446,0.935471537,36,17132,18614,10,305,334,445,1075,1319,1415,2458,3491,7762,0.356730868,0.138222268,0.308425173,0.196621691,63990.0,1723.0,0.69169794,0.15415103,0.08152715,0.07262388,0.156834079
California,Los Angeles,Jefferson Park,49898.0,0.491683033,0.508316967,0.057878071,0.053950058,0.064591767,0.056916109,0.075213435,0.176780632,0.137801114,0.122028939,0.060423263,0.049360696,0.082828971,0.042386468,0.019840475,35.9,0.464845761,0.416051882,0.009367601,0.106715163,0.003019593,0.61355396,0.700427506,0.092641441,0.099235947,0.021238858,0.086456249,0.85185779,34.8,16339,17717,33,352,222,1018,1239,1185,1221,1889,1884,8674,0.437179925,0.1142028,0.303687265,0.14493001,58987.0,1612.0,0.444916869,0.277541565,0.125956661,0.151584905,0.11956391
California,Los Angeles,Koreatown,56628.0,0.488362647,0.511637353,0.044041817,0.061541993,0.057815921,0.060553083,0.075828212,0.188652257,0.145175532,0.133079042,0.054566645,0.05587342,0.073656142,0.036801582,0.012414353,35.7,0.501932843,0.06325324,0.037330402,0.393011445,0.004472069,0.639345646,0.565285124,0.068654445,0.262082458,0.027606695,0.076371277,0.749699795,34.6,19100,21251,78,1137,965,934,2067,1497,2772,1751,1926,8124,0.488182855,0.086970043,0.330724578,0.094122525,47599.0,1369.0,0.29236336,0.35381832,0.110026619,0.243791701,0.086441336
California,Los Angeles,La Tuna Canyon,45601.0,0.492423412,0.507576588,0.044319204,0.062388983,0.065963466,0.069033574,0.069603737,0.167298963,0.120918401,0.151268613,0.061643385,0.060744282,0.079669305,0.030920375,0.016227714,37,0.828013087,0.044875763,0.023255814,0.097665576,0.00618976,0.612929732,0.718509184,0.160422624,0.037221926,0.018417099,0.065429167,0.855025109,29.5,12175,12930,73,328,415,674,1206,1488,2291,3632,1997,826,0.501254125,0.155511551,0.24640264,0.096831683,68132.0,1843.0,0.376906979,0.311546511,0.177853265,0.133693246,0.123089406
California,Los Angeles,Lake View Terrace,92580.0,0.497710089,0.502289911,0.057863469,0.055065889,0.066720674,0.07750054,0.069701879,0.148271765,0.13507237,0.124994599,0.068805358,0.063890689,0.081745517,0.034294664,0.016072586,36.9,0.764359324,0.067377996,0.026367806,0.137231572,0.004663302,0.6240849,0.752769362,0.128858171,0.015598372,0.010959099,0.091814997,0.898098941,31.1,24927,26221,136,1581,2589,1661,5943,3284,4043,4622,1696,666,0.477450354,0.137913207,0.27850257,0.106133869,89264.0,2099.0,0.475102801,0.262448599,0.153005333,0.109443267,0.121797364
California,Los Angeles,Leimert Park,41487.0,0.4834647,0.5165353,0.053414323,0.04996746,0.063863379,0.050437486,0.072902355,0.167883915,0.139272543,0.128003953,0.060416516,0.056005496,0.091992672,0.04513462,0.020705281,38.75,0.304957665,0.606623631,0.011155204,0.074995885,0.002267615,0.620967625,0.691933838,0.082621771,0.108640782,0.016835831,0.099967778,0.883963651,34.8,15516.5,16914.5,34,209,335.5,721,973.5,988.5,2420,3121,2328,5784,0.387174497,0.124393785,0.298211473,0.190220245,58433.5,1604.0,0.524314717,0.237842642,0.105886818,0.131955823,0.135705161
California,Los Angeles,Little Tokyo,38430.0,0.615534738,0.384465262,0.025578975,0.020166537,0.019385896,0.031303669,0.094691647,0.304137393,0.172703617,0.112698413,0.042701015,0.041373927,0.064090554,0.047046578,0.02412178,35.2,0.323584079,0.177836227,0.013010696,0.484201298,0.001367701,0.50649929,0.552474376,0.083569138,0.077784066,0.080865246,0.205307175,0.679729378,28.6,14945,16350,156,3681,2090,1227,3355,1264,1632,720,743,1482,0.287451083,0.092773285,0.399530394,0.220245239,58444.0,2077.0,0.338237653,0.330881173,0.191910164,0.13897101,0.081290658
California,Los Angeles,Los Angeles International Airport,41123.0,0.472849743,0.527150257,0.047491671,0.039856042,0.034943949,0.09527515,0.103251222,0.160129368,0.136784768,0.121999854,0.05989349,0.062811565,0.082994918,0.033120152,0.021447852,36.2,0.693060418,0.107759524,0.0134662,0.183439567,0.002274292,0.64877819,0.640646942,0.051426081,0.010023728,0.048278534,0.249624716,0.964812878,27.1,15852,17377,181,1910,1311,1174,1196,1127,1168,4594,4444,272,0.105616094,0.095231443,0.491058955,0.308093508,125692.0,2787.0,0.715377229,0.142311386,0.078827606,0.063483779,0.083821706
California,Los Angeles,Melrose,35309.333333333300,0.532597613,0.467402387,0.032323843,0.024063515,0.027839665,0.018078317,0.050043426,0.256070161,0.194943735,0.140199003,0.066998338,0.053290915,0.079931652,0.03705347,0.01916396,39.9,0.804659912,0.0611971,0.003498234,0.12969869,0.000946063,0.768746263,0.617879561,0.046475588,0.035690246,0.038053942,0.261900662,0.939912016,28.56666667,20367.66667,22785,27,1094.333333,1182.333333,1086,2099.666667,3598,3210,3083.666667,1903.333333,5500.666667,0.101103448,0.077227586,0.534206897,0.287462069,97018.33333333330,2473.3333333333300,0.591154888,0.204422556,0.125406319,0.079016238,0.105165773
California,Los Angeles,Mid-City,59410.0,0.501632722,0.498367278,0.048846995,0.037805083,0.054452112,0.044436963,0.05936711,0.181619256,0.169415923,0.130651405,0.073472479,0.056673961,0.085322336,0.036458509,0.021477866,38.8,0.457779575,0.268431957,0.008565365,0.260296124,0.00492698,0.667156603,0.657402729,0.071382853,0.113424288,0.013980125,0.143810005,0.840683387,31,23576,26022,5,430,974,881,1188,2077,2507,2910,3146,11904,0.328786867,0.095370338,0.383098394,0.192744402,65972.0,1813.0,0.454264103,0.272867948,0.111835997,0.161031951,0.092795826
California,Los Angeles,Mid-City West,20411.0,0.504286904,0.495713096,0.041399246,0.023418745,0.018078487,0.014697957,0.040566361,0.267061878,0.157170153,0.12870511,0.075547499,0.036156974,0.098182353,0.058742835,0.040272402,39.3,0.871386398,0.045619117,0.000891216,0.08210327,0,0.723222394,0.610285911,0.035974929,0.013479866,0.043015369,0.297243925,0.94517662,26.1,11564,13755,19,975,458,512,1174,2150,1615,1595,932,4325,0.106964484,0.051886792,0.533435072,0.307713651,102244.0,2402.0,0.559509441,0.220245279,0.154331322,0.065913958,0.104551467
California,Los Angeles,Miracle Mile,37713.0,0.492217538,0.507782462,0.04282343,0.035823191,0.04396362,0.031925331,0.063665049,0.248216795,0.19897648,0.128152096,0.052581338,0.048418317,0.067430329,0.026409991,0.011614032,36.5,0.699094883,0.073517641,0.004310079,0.222338526,0.000738871,0.764302336,0.627605941,0.058681928,0.026706636,0.034246264,0.252759232,0.937342561,29.1,19753,21848,33,1413,1751,1153,1752,1265,1096,1858,3266,8261,0.103031817,0.051682492,0.541520906,0.303764784,97583.0,2652.0,0.58639473,0.206802635,0.113905076,0.092897559,0.071407737
California,Los Angeles,Mission Hills,26651.5,0.497570493,0.502429507,0.054950003,0.05823312,0.062397989,0.064442902,0.067313284,0.165956888,0.133144476,0.13241281,0.058308163,0.059377521,0.081139898,0.042417875,0.019905071,37.9,0.797816703,0.044371576,0.029138303,0.117715424,0.010957994,0.639609503,0.765986559,0.136987404,0.030745704,0.008370558,0.057909775,0.900024389,30.55,7047.5,7361.5,38.5,138.5,297.5,398.5,679.5,748,775,2697,769.5,819.5,0.544035491,0.120111732,0.247015007,0.08883777,82643.0,1910.0,0.45538305,0.272308475,0.150084572,0.122223903,0.11254526
California,Los Angeles,Monterey Hills,44881.0,0.516677436,0.483322564,0.053497025,0.050533633,0.062988793,0.060292774,0.085024843,0.155611506,0.132216305,0.128896415,0.056527261,0.054633364,0.086339431,0.04852833,0.024910318,37.4,0.60935715,0.065219649,0.030792398,0.294423097,0.000207706,0.621425705,0.66397188,0.14059754,0.053175998,0.02475521,0.117499372,0.902519997,31.3,13427,14203,0,303,388,922,1150,920,1376,2068,2203,4873,0.429940865,0.108745721,0.305259882,0.156053533,76608.0,1614.0,0.464032604,0.267983698,0.15599784,0.111985859,0.12236804
California,Los Angeles,Mt Olympus,48170.0,0.535603072,0.464396928,0.025576085,0.019804858,0.020448412,0.011106498,0.044737388,0.270873988,0.202262819,0.140440108,0.067448619,0.044197633,0.08368279,0.044737388,0.024683413,39.2,0.845169292,0.065831576,0.00441523,0.083046013,0.001537889,0.771483811,0.628227429,0.042770899,0.045840581,0.033800607,0.249360483,0.930620718,30.3,28346,31405,48,1362,1280,1658,3206,5580,5198,5094,1645,6334,0.110175771,0.103802946,0.526662122,0.259359161,87339.0,2176.0,0.579582948,0.210208526,0.137587436,0.07262109,0.126219639
California,Los Angeles,Mt Washington,44897.0,0.514444172,0.485555828,0.052854311,0.055549369,0.041673163,0.043789117,0.055482549,0.18921086,0.159208856,0.133706038,0.067576898,0.059536272,0.092188788,0.035458939,0.01376484,38.7,0.667560947,0.031766398,0.042147828,0.258291535,0.000233291,0.693204749,0.625435003,0.105590062,0.05537201,0.017532267,0.196070658,0.91398089,29.7,16200,17095,40,897,487,872,1127,1548,2020,2143,1577,6384,0.29111609,0.088747657,0.383247222,0.236889031,88329.0,1934.0,0.485100956,0.257449522,0.153297004,0.104152519,0.10771321
California,Los Angeles,North Hills,63193.0,0.492807748,0.507192252,0.063899483,0.063598816,0.066035795,0.078030795,0.07836311,0.143354485,0.138274809,0.129397243,0.056018863,0.058503315,0.077160445,0.028626588,0.018736252,35.4,0.61184762,0.098699121,0.022198764,0.265888416,0.001366078,0.642328748,0.702610435,0.119797234,0.063519432,0.0158971,0.098175799,0.891095533,31.8,18045,18681,0,539,1159,1643,2557,3021,3269,5758,460,275,0.405159976,0.135152338,0.332555376,0.127132309,77790.0,1954.0,0.419789682,0.290105159,0.146264216,0.143840943,0.11069264
California,Los Angeles,North Hollywood,36307.0,0.491337759,0.508662241,0.045275016,0.047687774,0.051103093,0.046723772,0.068835211,0.204197538,0.164034484,0.131655053,0.05960834,0.057393891,0.07182637,0.038102845,0.013556614,37.16,0.788417996,0.084670539,0.012937258,0.112317057,0.00165715,0.699656331,0.679004971,0.083886246,0.053890299,0.014112602,0.169105882,0.901423968,30.12,14583.4,15675.6,56.4,871.2,874.2,947.4,2140.2,2233,2348.6,2994,2123.2,1087.4,0.285235646,0.134429072,0.43268003,0.147655252,75189.4,1965.0,0.474735927,0.262632037,0.160158914,0.102473123,0.108711819
California,Los Angeles,Northridge,33928.0,0.50307514,0.49692486,0.047551678,0.050577694,0.060245225,0.06025505,0.070020828,0.136377034,0.139963059,0.141210799,0.068409573,0.058024837,0.099082371,0.046608504,0.021673347,40.3,0.579735333,0.092619709,0.009251023,0.316218029,0.002175906,0.657895966,0.720135304,0.086740648,0.017170099,0.025636461,0.150317489,0.927316671,30.66666667,11858.66667,12739.33333,171,938,1225.333333,979.3333333,1555,2331.333333,2606.666667,2583.666667,201,148,0.233500739,0.110172329,0.424047267,0.232279665,108703.0,2503.0,0.462483969,0.268758015,0.184633341,0.084124674,0.107079698
California,Los Angeles,Pacific Highlands,21298.0,0.475161987,0.524838013,0.064607005,0.072213353,0.08132219,0.058268382,0.023758099,0.053854822,0.127148089,0.143863274,0.065921683,0.06977181,0.130575641,0.073058503,0.035637149,46.7,0.908560211,0.008885674,0,0.082450793,0.000103322,0.579209705,0.602987421,0.042789757,0.0012354,0.018867925,0.334119497,0.993285755,26.6,8135,9106,91,430,777,879,655,1703,1046,1961,1045,519,0.06061071,0.049562682,0.435399724,0.454426884,225256.0,,0.741455437,0.129272281,0.098078496,0.031193786,0.063339281
California,Los Angeles,Pacific Palisades,21298.0,0.475161987,0.524838013,0.064607005,0.072213353,0.08132219,0.058268382,0.023758099,0.053854822,0.127148089,0.143863274,0.065921683,0.06977181,0.130575641,0.073058503,0.035637149,46.7,0.908560211,0.008885674,0,0.082450793,0.000103322,0.579209705,0.602987421,0.042789757,0.0012354,0.018867925,0.334119497,0.993285755,26.6,8135,9106,91,430,777,879,655,1703,1046,1961,1045,519,0.06061071,0.049562682,0.435399724,0.454426884,225256.0,,0.741455437,0.129272281,0.098078496,0.031193786,0.063339281
California,Los Angeles,Pacoima,99804.0,0.512233979,0.487766021,0.056610957,0.068854956,0.073794637,0.074796601,0.0809186,0.156025811,0.129183199,0.132660014,0.063354174,0.045138471,0.068353974,0.038866178,0.011442427,34.3,0.817588242,0.045825804,0.024262137,0.11020359,0.002120226,0.602112191,0.72014319,0.165493041,0.037375474,0.01427192,0.062716375,0.87472446,30.1,22995,23926,15,552,1143,1102,2554,2385,2826,9832,2903,614,0.640092735,0.092098867,0.205324758,0.062483641,76942.0,1897.0,0.400663534,0.299668233,0.144942134,0.154726098,0.114043525
California,Los Angeles,Palms,55061.0,0.488276639,0.511723361,0.042897877,0.034834093,0.037249596,0.033362997,0.072465084,0.285846606,0.165616316,0.112021213,0.060478379,0.047983146,0.066617025,0.030366321,0.010261347,34.7,0.602224715,0.123194806,0.011959039,0.259542167,0.003079273,0.767966345,0.627135145,0.055196625,0.067085583,0.020237779,0.230344868,0.931312544,26.5,25261,28847,92,934,960,1940,4906,6154,5159,3801,2778,2123,0.115854569,0.079676157,0.480954799,0.323514474,97511.0,2155.0,0.51735967,0.241320165,0.125902565,0.1154176,0.08120085
California,Los Angeles,Panorama City,67937.0,0.504423216,0.495576784,0.059849567,0.070609535,0.075098989,0.06556074,0.080442174,0.157616615,0.136626581,0.133255811,0.055021564,0.05085594,0.074186379,0.027172233,0.013703873,34.4,0.488440324,0.08590541,0.020028948,0.403356414,0.002268904,0.66953235,0.691761139,0.134556478,0.082009663,0.014936685,0.076736034,0.858942844,30.9,20036,20571,7,828,781,1405,3143,4385,2793,4629,2222,378,0.518605185,0.117228722,0.305299381,0.058866713,55130.0,1674.0,0.32518323,0.337408385,0.154070309,0.183338076,0.125204233
California,Los Angeles,Park La Brea,37713.0,0.492217538,0.507782462,0.04282343,0.035823191,0.04396362,0.031925331,0.063665049,0.248216795,0.19897648,0.128152096,0.052581338,0.048418317,0.067430329,0.026409991,0.011614032,36.5,0.699094883,0.073517641,0.004310079,0.222338526,0.000738871,0.764302336,0.627605941,0.058681928,0.026706636,0.034246264,0.252759232,0.937342561,29.1,19753,21848,33,1413,1751,1153,1752,1265,1096,1858,3266,8261,0.103031817,0.051682492,0.541520906,0.303764784,97583.0,2652.0,0.58639473,0.206802635,0.113905076,0.092897559,0.071407737
California,Los Angeles,Pico Heights,56628.0,0.488362647,0.511637353,0.044041817,0.061541993,0.057815921,0.060553083,0.075828212,0.188652257,0.145175532,0.133079042,0.054566645,0.05587342,0.073656142,0.036801582,0.012414353,35.7,0.501932843,0.06325324,0.037330402,0.393011445,0.004472069,0.639345646,0.565285124,0.068654445,0.262082458,0.027606695,0.076371277,0.749699795,34.6,19100,21251,78,1137,965,934,2067,1497,2772,1751,1926,8124,0.488182855,0.086970043,0.330724578,0.094122525,47599.0,1369.0,0.29236336,0.35381832,0.110026619,0.243791701,0.086441336
